Date,Commodity,Price
2024-01-12,Tomato,57.39
2024-01-13,Tomato,53.85
2024-01-14,Tomato,60.76
2024-01-15,Tomato,54.39
2024-01-16,Tomato,59.93
2024-01-17,Tomato,58.33
2024-01-18,Tomato,55.15
2024-01-19,Tomato,62.45
2024-01-20,Tomato,53.58
2024-01-21,Tomato,59.95
2024-01-22,Tomato,60.24
2024-01-23,Tomato,55.27
2024-01-24,Tomato,61.5
2024-01-25,Tomato,56.62
2024-01-26,Tomato,58.28
2024-01-27,Tomato,58.24
2024-01-28,Tomato,57.11
2024-01-29,Tomato,60.0
2024-01-30,Tomato,60.0
2024-01-31,Tomato,52.42
2024-02-01,Tomato,61.64
2024-02-02,Tomato,52.8
2024-02-03,Tomato,60.94
2024-02-04,Tomato,61.28
2024-02-05,Tomato,54.69
2024-02-06,Tomato,56.8
2024-02-07,Tomato,54.78
2024-02-08,Tomato,57.51
2024-02-09,Tomato,57.3
2024-02-10,Tomato,60.64
2024-02-11,Tomato,62.3
2024-02-12,Tomato,62.63
2024-02-13,Tomato,56.83
2024-02-14,Tomato,57.96
2024-02-15,Tomato,53.62
2024-02-16,Tomato,56.33
2024-02-17,Tomato,61.72
2024-02-18,Tomato,63.75
2024-02-19,Tomato,55.28
2024-02-20,Tomato,57.29
2024-02-21,Tomato,59.07
2024-02-22,Tomato,60.08
2024-02-23,Tomato,56.9
2024-02-24,Tomato,60.69
2024-02-25,Tomato,58.08
2024-02-26,Tomato,59.55
2024-02-27,Tomato,61.33
2024-02-28,Tomato,59.8
2024-02-29,Tomato,58.57
2024-03-01,Tomato,59.65
2024-03-02,Tomato,59.81
2024-03-03,Tomato,59.06
2024-03-04,Tomato,59.49
2024-03-05,Tomato,65.17
2024-03-06,Tomato,62.15
2024-03-07,Tomato,59.69
2024-03-08,Tomato,62.77
2024-03-09,Tomato,59.78
2024-03-10,Tomato,64.41
2024-03-11,Tomato,62.11
2024-03-12,Tomato,60.78
2024-03-13,Tomato,62.56
2024-03-14,Tomato,56.61
2024-03-15,Tomato,58.06
2024-03-16,Tomato,57.97
2024-03-17,Tomato,62.09
2024-03-18,Tomato,66.97
2024-03-19,Tomato,68.59
2024-03-20,Tomato,63.92
2024-03-21,Tomato,63.63
2024-03-22,Tomato,56.84
2024-03-23,Tomato,60.73
2024-03-24,Tomato,60.12
2024-03-25,Tomato,60.74
2024-03-26,Tomato,62.22
2024-03-27,Tomato,61.43
2024-03-28,Tomato,57.03
2024-03-29,Tomato,65.33
2024-03-30,Tomato,59.99
2024-03-31,Tomato,64.05
2024-04-01,Tomato,69.68
2024-04-02,Tomato,60.83
2024-04-03,Tomato,56.12
2024-04-04,Tomato,62.98
2024-04-05,Tomato,67.27
2024-04-06,Tomato,69.97
2024-04-07,Tomato,60.54
2024-04-08,Tomato,65.85
2024-04-09,Tomato,63.09
2024-04-10,Tomato,64.3
2024-04-11,Tomato,72.68
2024-04-12,Tomato,60.37
2024-04-13,Tomato,65.77
2024-04-14,Tomato,66.54
2024-04-15,Tomato,68.53
2024-04-16,Tomato,65.7
2024-04-17,Tomato,66.46
2024-04-18,Tomato,64.5
2024-04-19,Tomato,66.61
2024-04-20,Tomato,64.91
2024-04-21,Tomato,67.94
2024-04-22,Tomato,65.1
2024-04-23,Tomato,67.47
2024-04-24,Tomato,66.39
2024-04-25,Tomato,69.99
2024-04-26,Tomato,66.59
2024-04-27,Tomato,61.56
2024-04-28,Tomato,70.8
2024-04-29,Tomato,64.44
2024-04-30,Tomato,65.33
2024-05-01,Tomato,65.64
2024-05-02,Tomato,71.68
2024-05-03,Tomato,61.29
2024-05-04,Tomato,77.24
2024-05-05,Tomato,71.13
2024-05-06,Tomato,68.77
2024-05-07,Tomato,68.07
2024-05-08,Tomato,69.23
2024-05-09,Tomato,70.07
2024-05-10,Tomato,70.58
2024-05-11,Tomato,70.44
2024-05-12,Tomato,69.18
2024-05-13,Tomato,68.45
2024-05-14,Tomato,68.72
2024-05-15,Tomato,68.73
2024-05-16,Tomato,72.85
2024-05-17,Tomato,71.36
2024-05-18,Tomato,60.89
2024-05-19,Tomato,71.81
2024-05-20,Tomato,70.56
2024-05-21,Tomato,70.05
2024-05-22,Tomato,69.07
2024-05-23,Tomato,73.74
2024-05-24,Tomato,73.34
2024-05-25,Tomato,68.31
2024-05-26,Tomato,71.98
2024-05-27,Tomato,67.97
2024-05-28,Tomato,66.88
2024-05-29,Tomato,69.26
2024-05-30,Tomato,73.86
2024-05-31,Tomato,74.26
2024-06-01,Tomato,73.06
2024-06-02,Tomato,73.83
2024-06-03,Tomato,73.32
2024-06-04,Tomato,69.97
2024-06-05,Tomato,73.32
2024-06-06,Tomato,74.55
2024-06-07,Tomato,74.53
2024-06-08,Tomato,75.96
2024-06-09,Tomato,74.63
2024-06-10,Tomato,73.68
2024-06-11,Tomato,75.96
2024-06-12,Tomato,72.79
2024-06-13,Tomato,70.34
2024-06-14,Tomato,72.61
2024-06-15,Tomato,70.98
2024-06-16,Tomato,71.3
2024-06-17,Tomato,73.01
2024-06-18,Tomato,71.18
2024-06-19,Tomato,72.74
2024-06-20,Tomato,68.1
2024-06-21,Tomato,74.53
2024-06-22,Tomato,74.0
2024-06-23,Tomato,71.65
2024-06-24,Tomato,76.19
2024-06-25,Tomato,77.13
2024-06-26,Tomato,69.6
2024-06-27,Tomato,72.23
2024-06-28,Tomato,72.32
2024-06-29,Tomato,71.91
2024-06-30,Tomato,77.31
2024-07-01,Tomato,74.34
2024-07-02,Tomato,74.23
2024-07-03,Tomato,69.11
2024-07-04,Tomato,77.12
2024-07-05,Tomato,71.59
2024-07-06,Tomato,75.58
2024-07-07,Tomato,76.33
2024-07-08,Tomato,79.67
2024-07-09,Tomato,71.75
2024-07-10,Tomato,66.7
2024-07-11,Tomato,76.4
2024-07-12,Tomato,81.33
2024-07-13,Tomato,79.73
2024-07-14,Tomato,76.73
2024-07-15,Tomato,74.7
2024-07-16,Tomato,78.68
2024-07-17,Tomato,73.42
2024-07-18,Tomato,77.84
2024-07-19,Tomato,78.01
2024-07-20,Tomato,79.74
2024-07-21,Tomato,84.92
2024-07-22,Tomato,77.89
2024-07-23,Tomato,75.25
2024-07-24,Tomato,76.77
2024-07-25,Tomato,71.61
2024-07-26,Tomato,74.89
2024-07-27,Tomato,75.82
2024-07-28,Tomato,75.53
2024-07-29,Tomato,77.62
2024-07-30,Tomato,74.76
2024-07-31,Tomato,80.65
2024-08-01,Tomato,77.34
2024-08-02,Tomato,77.37
2024-08-03,Tomato,76.47
2024-08-04,Tomato,77.97
2024-08-05,Tomato,80.03
2024-08-06,Tomato,75.0
2024-08-07,Tomato,75.67
2024-08-08,Tomato,76.78
2024-08-09,Tomato,73.7
2024-08-10,Tomato,75.32
2024-08-11,Tomato,76.39
2024-08-12,Tomato,80.48
2024-08-13,Tomato,78.68
2024-08-14,Tomato,78.51
2024-08-15,Tomato,80.52
2024-08-16,Tomato,77.59
2024-08-17,Tomato,79.2
2024-08-18,Tomato,77.75
2024-08-19,Tomato,78.88
2024-08-20,Tomato,76.36
2024-08-21,Tomato,70.82
2024-08-22,Tomato,77.76
2024-08-23,Tomato,82.45
2024-08-24,Tomato,80.98
2024-08-25,Tomato,81.11
2024-08-26,Tomato,81.94
2024-08-27,Tomato,78.51
2024-08-28,Tomato,78.85
2024-08-29,Tomato,76.42
2024-08-30,Tomato,77.33
2024-08-31,Tomato,80.14
2024-09-01,Tomato,81.91
2024-09-02,Tomato,77.88
2024-09-03,Tomato,76.95
2024-09-04,Tomato,78.31
2024-09-05,Tomato,80.11
2024-09-06,Tomato,73.97
2024-09-07,Tomato,71.41
2024-09-08,Tomato,76.64
2024-09-09,Tomato,74.62
2024-09-10,Tomato,76.75
2024-09-11,Tomato,77.82
2024-09-12,Tomato,76.89
2024-09-13,Tomato,82.6
2024-09-14,Tomato,79.2
2024-09-15,Tomato,79.11
2024-09-16,Tomato,80.05
2024-09-17,Tomato,74.75
2024-09-18,Tomato,81.26
2024-09-19,Tomato,77.89
2024-09-20,Tomato,80.11
2024-09-21,Tomato,74.85
2024-09-22,Tomato,73.38
2024-09-23,Tomato,80.46
2024-09-24,Tomato,79.11
2024-09-25,Tomato,75.24
2024-09-26,Tomato,75.3
2024-09-27,Tomato,81.25
2024-09-28,Tomato,74.27
2024-09-29,Tomato,82.73
2024-09-30,Tomato,75.05
2024-10-01,Tomato,79.63
2024-10-02,Tomato,76.68
2024-10-03,Tomato,79.43
2024-10-04,Tomato,75.94
2024-10-05,Tomato,77.04
2024-10-06,Tomato,77.6
2024-10-07,Tomato,74.42
2024-10-08,Tomato,79.59
2024-10-09,Tomato,75.78
2024-10-10,Tomato,76.58
2024-10-11,Tomato,74.22
2024-10-12,Tomato,69.46
2024-10-13,Tomato,76.51
2024-10-14,Tomato,84.26
2024-10-15,Tomato,79.31
2024-10-16,Tomato,76.84
2024-10-17,Tomato,76.04
2024-10-18,Tomato,76.83
2024-10-19,Tomato,78.33
2024-10-20,Tomato,73.08
2024-10-21,Tomato,79.89
2024-10-22,Tomato,78.62
2024-10-23,Tomato,78.56
2024-10-24,Tomato,77.64
2024-10-25,Tomato,76.31
2024-10-26,Tomato,78.19
2024-10-27,Tomato,77.87
2024-10-28,Tomato,74.95
2024-10-29,Tomato,74.21
2024-10-30,Tomato,76.15
2024-10-31,Tomato,80.41
2024-11-01,Tomato,71.96
2024-11-02,Tomato,71.19
2024-11-03,Tomato,76.0
2024-11-04,Tomato,75.57
2024-11-05,Tomato,75.85
2024-11-06,Tomato,75.97
2024-11-07,Tomato,74.47
2024-11-08,Tomato,79.52
2024-11-09,Tomato,70.15
2024-11-10,Tomato,72.38
2024-11-11,Tomato,74.46
2024-11-12,Tomato,69.74
2024-11-13,Tomato,74.04
2024-11-14,Tomato,79.45
2024-11-15,Tomato,74.43
2024-11-16,Tomato,74.96
2024-11-17,Tomato,70.39
2024-11-18,Tomato,72.22
2024-11-19,Tomato,72.84
2024-11-20,Tomato,72.9
2024-11-21,Tomato,77.6
2024-11-22,Tomato,75.32
2024-11-23,Tomato,70.2
2024-11-24,Tomato,74.17
2024-11-25,Tomato,74.82
2024-11-26,Tomato,76.63
2024-11-27,Tomato,77.84
2024-11-28,Tomato,69.95
2024-11-29,Tomato,70.45
2024-11-30,Tomato,68.99
2024-12-01,Tomato,71.95
2024-12-02,Tomato,73.94
2024-12-03,Tomato,75.39
2024-12-04,Tomato,72.08
2024-12-05,Tomato,71.24
2024-12-06,Tomato,72.54
2024-12-07,Tomato,69.46
2024-12-08,Tomato,78.12
2024-12-09,Tomato,66.91
2024-12-10,Tomato,72.17
2024-12-11,Tomato,77.56
2024-12-12,Tomato,71.4
2024-12-13,Tomato,70.69
2024-12-14,Tomato,70.06
2024-12-15,Tomato,70.48
2024-12-16,Tomato,75.02
2024-12-17,Tomato,64.14
2024-12-18,Tomato,75.26
2024-12-19,Tomato,66.26
2024-12-20,Tomato,69.61
2024-12-21,Tomato,69.0
2024-12-22,Tomato,71.94
2024-12-23,Tomato,65.25
2024-12-24,Tomato,71.31
2024-12-25,Tomato,75.88
2024-12-26,Tomato,65.59
2024-12-27,Tomato,70.13
2024-12-28,Tomato,67.45
2024-12-29,Tomato,70.59
2024-12-30,Tomato,69.25
2024-12-31,Tomato,67.14
2023-01-01,Gram,59.62
2023-01-02,Gram,60.45
2023-01-03,Gram,54.54
2023-01-04,Gram,55.69
2023-01-05,Gram,60.11
2023-01-06,Gram,63.28
2023-01-07,Gram,60.03
2023-01-08,Gram,58.16
2023-01-09,Gram,59.23
2023-01-10,Gram,55.61
2023-01-11,Gram,61.31
2023-01-12,Gram,62.28
2023-01-13,Gram,58.41
2023-01-14,Gram,58.49
2023-01-15,Gram,60.83
2023-01-16,Gram,58.86
2023-01-17,Gram,60.1
2023-01-18,Gram,66.73
2023-01-19,Gram,59.82
2023-01-20,Gram,59.62
2023-01-21,Gram,58.88
2023-01-22,Gram,63.19
2023-01-23,Gram,60.54
2023-01-24,Gram,59.27
2023-01-25,Gram,65.31
2023-01-26,Gram,65.73
2023-01-27,Gram,59.8
2023-01-28,Gram,56.13
2023-01-29,Gram,64.88
2023-01-30,Gram,59.93
2023-01-31,Gram,64.48
2023-02-01,Gram,56.32
2023-02-02,Gram,65.04
2023-02-03,Gram,58.85
2023-02-04,Gram,64.8
2023-02-05,Gram,62.77
2023-02-06,Gram,59.99
2023-02-07,Gram,61.75
2023-02-08,Gram,65.15
2023-02-09,Gram,63.53
2023-02-10,Gram,65.08
2023-02-11,Gram,69.38
2023-02-12,Gram,58.87
2023-02-13,Gram,68.53
2023-02-14,Gram,64.11
2023-02-15,Gram,61.21
2023-02-16,Gram,60.03
2023-02-17,Gram,63.57
2023-02-18,Gram,67.01
2023-02-19,Gram,63.98
2023-02-20,Gram,69.0
2023-02-21,Gram,60.22
2023-02-22,Gram,64.65
2023-02-23,Gram,61.03
2023-02-24,Gram,65.99
2023-02-25,Gram,67.66
2023-02-26,Gram,63.84
2023-02-27,Gram,57.39
2023-02-28,Gram,65.9
2023-03-01,Gram,66.72
2023-03-02,Gram,66.72
2023-03-03,Gram,69.31
2023-03-04,Gram,62.49
2023-03-05,Gram,67.84
2023-03-06,Gram,69.47
2023-03-07,Gram,60.65
2023-03-08,Gram,67.03
2023-03-09,Gram,64.65
2023-03-10,Gram,66.01
2023-03-11,Gram,67.38
2023-03-12,Gram,64.97
2023-03-13,Gram,64.49
2023-03-14,Gram,66.7
2023-03-15,Gram,63.42
2023-03-16,Gram,63.5
2023-03-17,Gram,68.88
2023-03-18,Gram,63.47
2023-03-19,Gram,68.99
2023-03-20,Gram,68.46
2023-03-21,Gram,61.97
2023-03-22,Gram,65.19
2023-03-23,Gram,70.87
2023-03-24,Gram,64.42
2023-03-25,Gram,66.03
2023-03-26,Gram,68.88
2023-03-27,Gram,69.91
2023-03-28,Gram,66.87
2023-03-29,Gram,65.89
2023-03-30,Gram,72.02
2023-03-31,Gram,73.02
2023-04-01,Gram,70.8
2023-04-02,Gram,68.18
2023-04-03,Gram,65.55
2023-04-04,Gram,65.54
2023-04-05,Gram,69.65
2023-04-06,Gram,69.39
2023-04-07,Gram,72.39
2023-04-08,Gram,70.18
2023-04-09,Gram,63.77
2023-04-10,Gram,71.47
2023-04-11,Gram,65.37
2023-04-12,Gram,67.25
2023-04-13,Gram,69.19
2023-04-14,Gram,74.47
2023-04-15,Gram,77.84
2023-04-16,Gram,70.37
2023-04-17,Gram,68.03
2023-04-18,Gram,70.22
2023-04-19,Gram,71.31
2023-04-20,Gram,67.71
2023-04-21,Gram,74.08
2023-04-22,Gram,69.41
2023-04-23,Gram,70.24
2023-04-24,Gram,70.76
2023-04-25,Gram,70.05
2023-04-26,Gram,71.32
2023-04-27,Gram,66.97
2023-04-28,Gram,67.16
2023-04-29,Gram,65.55
2023-04-30,Gram,70.18
2023-05-01,Gram,71.2
2023-05-02,Gram,70.25
2023-05-03,Gram,73.91
2023-05-04,Gram,68.87
2023-05-05,Gram,70.9
2023-05-06,Gram,65.62
2023-05-07,Gram,67.73
2023-05-08,Gram,70.97
2023-05-09,Gram,71.43
2023-05-10,Gram,68.0
2023-05-11,Gram,68.66
2023-05-12,Gram,64.31
2023-05-13,Gram,67.78
2023-05-14,Gram,71.51
2023-05-15,Gram,70.55
2023-05-16,Gram,70.31
2023-05-17,Gram,68.94
2023-05-18,Gram,68.8
2023-05-19,Gram,66.77
2023-05-20,Gram,70.83
2023-05-21,Gram,69.97
2023-05-22,Gram,70.16
2023-05-23,Gram,67.08
2023-05-24,Gram,62.17
2023-05-25,Gram,71.89
2023-05-26,Gram,67.13
2023-05-27,Gram,65.95
2023-05-28,Gram,70.58
2023-05-29,Gram,67.29
2023-05-30,Gram,71.61
2023-05-31,Gram,70.24
2023-06-01,Gram,70.4
2023-06-02,Gram,64.21
2023-06-03,Gram,71.9
2023-06-04,Gram,69.0
2023-06-05,Gram,67.06
2023-06-06,Gram,68.55
2023-06-07,Gram,62.74
2023-06-08,Gram,69.24
2023-06-09,Gram,64.88
2023-06-10,Gram,63.85
2023-06-11,Gram,63.29
2023-06-12,Gram,71.13
2023-06-13,Gram,65.85
2023-06-14,Gram,72.28
2023-06-15,Gram,66.01
2023-06-16,Gram,62.43
2023-06-17,Gram,64.14
2023-06-18,Gram,71.13
2023-06-19,Gram,66.89
2023-06-20,Gram,65.64
2023-06-21,Gram,67.69
2023-06-22,Gram,68.65
2023-06-23,Gram,70.42
2023-06-24,Gram,71.34
2023-06-25,Gram,65.84
2023-06-26,Gram,62.87
2023-06-27,Gram,65.53
2023-06-28,Gram,67.47
2023-06-29,Gram,63.71
2023-06-30,Gram,63.65
2023-07-01,Gram,67.47
2023-07-02,Gram,66.21
2023-07-03,Gram,66.37
2023-07-04,Gram,63.91
2023-07-05,Gram,65.41
2023-07-06,Gram,63.24
2023-07-07,Gram,68.59
2023-07-08,Gram,68.93
2023-07-09,Gram,60.2
2023-07-10,Gram,62.85
2023-07-11,Gram,61.06
2023-07-12,Gram,63.5
2023-07-13,Gram,65.11
2023-07-14,Gram,60.91
2023-07-15,Gram,62.4
2023-07-16,Gram,62.05
2023-07-17,Gram,65.58
2023-07-18,Gram,65.07
2023-07-19,Gram,62.59
2023-07-20,Gram,65.19
2023-07-21,Gram,62.91
2023-07-22,Gram,63.63
2023-07-23,Gram,69.36
2023-07-24,Gram,68.26
2023-07-25,Gram,60.23
2023-07-26,Gram,66.51
2023-07-27,Gram,66.35
2023-07-28,Gram,60.36
2023-07-29,Gram,66.15
2023-07-30,Gram,68.19
2023-07-31,Gram,60.1
2023-08-01,Gram,60.6
2023-08-02,Gram,66.3
2023-08-03,Gram,63.94
2023-08-04,Gram,64.67
2023-08-05,Gram,63.92
2023-08-06,Gram,63.96
2023-08-07,Gram,58.69
2023-08-08,Gram,65.69
2023-08-09,Gram,65.94
2023-08-10,Gram,61.63
2023-08-11,Gram,62.07
2023-08-12,Gram,57.49
2023-08-13,Gram,63.5
2023-08-14,Gram,63.56
2023-08-15,Gram,61.54
2023-08-16,Gram,64.98
2023-08-17,Gram,60.48
2023-08-18,Gram,63.06
2023-08-19,Gram,58.18
2023-08-20,Gram,61.05
2023-08-21,Gram,60.47
2023-08-22,Gram,61.55
2023-08-23,Gram,59.65
2023-08-24,Gram,60.24
2023-08-25,Gram,62.99
2023-08-26,Gram,59.08
2023-08-27,Gram,55.44
2023-08-28,Gram,65.39
2023-08-29,Gram,64.16
2023-08-30,Gram,56.02
2023-08-31,Gram,61.84
2023-09-01,Gram,58.14
2023-09-02,Gram,60.32
2023-09-03,Gram,60.29
2023-09-04,Gram,58.58
2023-09-05,Gram,56.8
2023-09-06,Gram,56.96
2023-09-07,Gram,56.16
2023-09-08,Gram,56.29
2023-09-09,Gram,58.46
2023-09-10,Gram,56.4
2023-09-11,Gram,60.47
2023-09-12,Gram,62.76
2023-09-13,Gram,56.44
2023-09-14,Gram,58.77
2023-09-15,Gram,59.43
2023-09-16,Gram,59.23
2023-09-17,Gram,57.92
2023-09-18,Gram,59.8
2023-09-19,Gram,58.9
2023-09-20,Gram,53.62
2023-09-21,Gram,59.82
2023-09-22,Gram,59.76
2023-09-23,Gram,54.69
2023-09-24,Gram,56.97
2023-09-25,Gram,58.79
2023-09-26,Gram,56.0
2023-09-27,Gram,59.73
2023-09-28,Gram,63.48
2023-09-29,Gram,53.92
2023-09-30,Gram,52.02
2023-10-01,Gram,56.96
2023-10-02,Gram,58.1
2023-10-03,Gram,55.13
2023-10-04,Gram,60.07
2023-10-05,Gram,51.58
2023-10-06,Gram,57.57
2023-10-07,Gram,53.56
2023-10-08,Gram,60.43
2023-10-09,Gram,61.14
2023-10-10,Gram,52.75
2023-10-11,Gram,53.3
2023-10-12,Gram,57.42
2023-10-13,Gram,53.57
2023-10-14,Gram,54.49
2023-10-15,Gram,54.6
2023-10-16,Gram,48.66
2023-10-17,Gram,54.28
2023-10-18,Gram,52.15
2023-10-19,Gram,52.64
2023-10-20,Gram,58.35
2023-10-21,Gram,50.15
2023-10-22,Gram,56.27
2023-10-23,Gram,52.89
2023-10-24,Gram,52.8
2023-10-25,Gram,55.91
2023-10-26,Gram,54.47
2023-10-27,Gram,55.07
2023-10-28,Gram,56.17
2023-10-29,Gram,52.18
2023-10-30,Gram,51.25
2023-10-31,Gram,49.75
2023-11-01,Gram,50.44
2023-11-02,Gram,61.68
2023-11-03,Gram,56.48
2023-11-04,Gram,48.61
2023-11-05,Gram,48.61
2023-11-06,Gram,53.95
2023-11-07,Gram,54.07
2023-11-08,Gram,53.99
2023-11-09,Gram,51.5
2023-11-10,Gram,51.82
2023-11-11,Gram,53.1
2023-11-12,Gram,52.31
2023-11-13,Gram,45.32
2023-11-14,Gram,51.22
2023-11-15,Gram,49.29
2023-11-16,Gram,52.3
2023-11-17,Gram,60.66
2023-11-18,Gram,52.75
2023-11-19,Gram,50.64
2023-11-20,Gram,54.28
2023-11-21,Gram,52.91
2023-11-22,Gram,52.66
2023-11-23,Gram,53.16
2023-11-24,Gram,57.46
2023-11-25,Gram,47.84
2023-11-26,Gram,52.6
2023-11-27,Gram,48.35
2023-11-28,Gram,52.75
2023-11-29,Gram,48.28
2023-11-30,Gram,49.73
2023-12-01,Gram,50.05
2023-12-02,Gram,53.82
2023-12-03,Gram,53.61
2023-12-04,Gram,47.08
2023-12-05,Gram,50.94
2023-12-06,Gram,48.61
2023-12-07,Gram,46.93
2023-12-08,Gram,50.02
2023-12-09,Gram,49.71
2023-12-10,Gram,57.88
2023-12-11,Gram,51.87
2023-12-12,Gram,46.41
2023-12-13,Gram,48.83
2023-12-14,Gram,53.56
2023-12-15,Gram,56.74
2023-12-16,Gram,45.69
2023-12-17,Gram,44.79
2023-12-18,Gram,56.03
2023-12-19,Gram,51.57
2023-12-20,Gram,47.78
2023-12-21,Gram,51.97
2023-12-22,Gram,42.45
2023-12-23,Gram,50.36
2023-12-24,Gram,51.32
2023-12-25,Gram,53.11
2023-12-26,Gram,47.29
2023-12-27,Gram,50.58
2023-12-28,Gram,47.55
2023-12-29,Gram,51.09
2023-12-30,Gram,47.64
2023-12-31,Gram,49.11
2024-01-01,Gram,47.35
2024-01-02,Gram,52.3
2024-01-03,Gram,52.93
2024-01-04,Gram,49.66
2024-01-05,Gram,50.49
2024-01-06,Gram,46.04
2024-01-07,Gram,49.5
2024-01-08,Gram,50.27
2024-01-09,Gram,58.3
2024-01-10,Gram,47.12
2024-01-11,Gram,54.87
2024-01-12,Gram,53.49
2024-01-13,Gram,51.37
2024-01-14,Gram,55.83
2024-01-15,Gram,51.7
2024-01-16,Gram,51.78
2024-01-17,Gram,50.48
2024-01-18,Gram,54.35
2024-01-19,Gram,54.0
2024-01-20,Gram,48.87
2024-01-21,Gram,46.83
2024-01-22,Gram,50.22
2024-01-23,Gram,48.47
2024-01-24,Gram,50.72
2024-01-25,Gram,54.67
2024-01-26,Gram,49.63
2024-01-27,Gram,50.92
2024-01-28,Gram,51.27
2024-01-29,Gram,53.69
2024-01-30,Gram,44.46
2024-01-31,Gram,49.44
2024-02-01,Gram,51.94
2024-02-02,Gram,54.97
2024-02-03,Gram,49.95
2024-02-04,Gram,45.86
2024-02-05,Gram,53.41
2024-02-06,Gram,49.71
2024-02-07,Gram,48.11
2024-02-08,Gram,49.87
2024-02-09,Gram,51.26
2024-02-10,Gram,50.06
2024-02-11,Gram,45.33
2024-02-12,Gram,54.71
2024-02-13,Gram,55.92
2024-02-14,Gram,54.12
2024-02-15,Gram,48.83
2024-02-16,Gram,51.72
2024-02-17,Gram,52.38
2024-02-18,Gram,54.28
2024-02-19,Gram,54.57
2024-02-20,Gram,50.44
2024-02-21,Gram,52.98
2024-02-22,Gram,54.19
2024-02-23,Gram,57.27
2024-02-24,Gram,55.11
2024-02-25,Gram,55.45
2024-02-26,Gram,53.42
2024-02-27,Gram,57.5
2024-02-28,Gram,54.59
2024-02-29,Gram,50.87
2024-03-01,Gram,57.76
2024-03-02,Gram,55.74
2024-03-03,Gram,52.41
2024-03-04,Gram,52.4
2024-03-05,Gram,54.83
2024-03-06,Gram,55.43
2024-03-07,Gram,54.74
2024-03-08,Gram,55.18
2024-03-09,Gram,59.45
2024-03-10,Gram,57.68
2024-03-11,Gram,55.14
2024-03-12,Gram,57.5
2024-03-13,Gram,51.69
2024-03-14,Gram,56.09
2024-03-15,Gram,60.43
2024-03-16,Gram,54.46
2024-03-17,Gram,52.69
2024-03-18,Gram,53.39
2024-03-19,Gram,52.19
2024-03-20,Gram,53.22
2024-03-21,Gram,54.58
2024-03-22,Gram,51.59
2024-03-23,Gram,55.97
2024-03-24,Gram,58.75
2024-03-25,Gram,53.44
2024-03-26,Gram,60.84
2024-03-27,Gram,57.94
2024-03-28,Gram,59.62
2024-03-29,Gram,54.68
2024-03-30,Gram,59.34
2024-03-31,Gram,53.62
2024-04-01,Gram,59.69
2024-04-02,Gram,57.66
2024-04-03,Gram,58.93
2024-04-04,Gram,53.87
2024-04-05,Gram,54.84
2024-04-06,Gram,59.45
2024-04-07,Gram,54.94
2024-04-08,Gram,59.3
2024-04-09,Gram,53.94
2024-04-10,Gram,60.72
2024-04-11,Gram,54.61
2024-04-12,Gram,60.09
2024-04-13,Gram,60.44
2024-04-14,Gram,56.61
2024-04-15,Gram,60.57
2024-04-16,Gram,59.74
2024-04-17,Gram,57.48
2024-04-18,Gram,56.2
2024-04-19,Gram,53.47
2024-04-20,Gram,60.54
2024-04-21,Gram,54.93
2024-04-22,Gram,60.05
2024-04-23,Gram,59.1
2024-04-24,Gram,62.07
2024-04-25,Gram,59.26
2024-04-26,Gram,59.31
2024-04-27,Gram,62.63
2024-04-28,Gram,61.57
2024-04-29,Gram,61.65
2024-04-30,Gram,62.25
2024-05-01,Gram,56.37
2024-05-02,Gram,63.38
2024-05-03,Gram,63.08
2024-05-04,Gram,58.33
2024-05-05,Gram,60.78
2024-05-06,Gram,61.53
2024-05-07,Gram,61.38
2024-05-08,Gram,62.92
2024-05-09,Gram,66.35
2024-05-10,Gram,65.43
2024-05-11,Gram,58.38
2024-05-12,Gram,64.32
2024-05-13,Gram,66.58
2024-05-14,Gram,63.88
2024-05-15,Gram,66.13
2024-05-16,Gram,69.03
2024-05-17,Gram,66.19
2024-05-18,Gram,64.0
2024-05-19,Gram,66.52
2024-05-20,Gram,63.95
2024-05-21,Gram,63.72
2024-05-22,Gram,62.73
2024-05-23,Gram,68.6
2024-05-24,Gram,61.58
2024-05-25,Gram,68.77
2024-05-26,Gram,65.8
2024-05-27,Gram,60.23
2024-05-28,Gram,65.66
2024-05-29,Gram,58.38
2024-05-30,Gram,66.69
2024-05-31,Gram,67.59
2024-06-01,Gram,63.28
2024-06-02,Gram,65.56
2024-06-03,Gram,71.17
2024-06-04,Gram,63.92
2024-06-05,Gram,62.38
2024-06-06,Gram,70.12
2024-06-07,Gram,71.69
2024-06-08,Gram,65.93
2024-06-09,Gram,69.08
2024-06-10,Gram,70.19
2024-06-11,Gram,64.05
2024-06-12,Gram,64.94
2024-06-13,Gram,70.21
2024-06-14,Gram,71.68
2024-06-15,Gram,68.43
2024-06-16,Gram,64.22
2024-06-17,Gram,72.93
2024-06-18,Gram,65.49
2024-06-19,Gram,66.19
2024-06-20,Gram,68.33
2024-06-21,Gram,72.08
2024-06-22,Gram,70.08
2024-06-23,Gram,68.87
2024-06-24,Gram,69.13
2024-06-25,Gram,67.97
2024-06-26,Gram,69.62
2024-06-27,Gram,60.46
2024-06-28,Gram,67.26
2024-06-29,Gram,68.98
2024-06-30,Gram,64.9
2024-07-01,Gram,69.61
2024-07-02,Gram,67.93
2024-07-03,Gram,73.91
2024-07-04,Gram,73.46
2024-07-05,Gram,67.43
2024-07-06,Gram,68.47
